Internship_ID,Company,Role,Location,Stipend,Required_Skills,Description
INT_5490,RapidScale,QA Engineer,Noida,Unpaid,"Manual Testing, JIRA, Automation Testing, Selenium, Java","Join RapidScale as a QA Engineer. We need expertise in Manual Testing, JIRA."
INT_5491,Quantum Bits,UI/UX Designer,Mumbai,10000,"Sketch, Wireframing, HTML, CSS","Join Quantum Bits as a UI/UX Designer. We need expertise in Sketch, Wireframing."
INT_5492,LunaSys,Data Scientist,Noida,15000,"TensorFlow, Tableau, PyTorch","Join LunaSys as a Data Scientist. We need expertise in TensorFlow, Tableau."
INT_5493,Vanguard Data,Product Manager,Gurgaon,25000,"Data Analysis, Roadmapping, Product Management","Join Vanguard Data as a Product Manager. We need expertise in Data Analysis, Roadmapping."
INT_5494,Novus Tech,Machine Learning Engineer,Noida,15000,"PyTorch, MLOps, Machine Learning, AWS","Join Novus Tech as a Machine Learning Engineer. We need expertise in PyTorch, MLOps."
INT_5495,Polaris Solutions,Machine Learning Engineer,Gurgaon,15000,"AWS, Machine Learning, PyTorch","Join Polaris Solutions as a Machine Learning Engineer. We need expertise in AWS, Machine Learning."
INT_5496,CloudNet,Frontend Developer,Hyderabad,8000,"Vue.js, HTML, Angular, Tailwind CSS","Join CloudNet as a Frontend Developer. We need expertise in Vue.js, HTML."
INT_5497,OrbitTech,DevOps Engineer,Mumbai,25000,"AWS, Linux, Kubernetes","Join OrbitTech as a DevOps Engineer. We need expertise in AWS, Linux."
INT_5498,Delta Force,System Administrator,Pune,Unpaid,"Bash, Virtualization, AWS","Join Delta Force as a System Administrator. We need expertise in Bash, Virtualization."
INT_5499,Nexus Solutions,Mobile App Developer,Remote,5000,"Flutter, React Native, Android Studio, Java","Join Nexus Solutions as a Mobile App Developer. We need expertise in Flutter, React Native."
INT_5500,Galactic Soft,Product Manager,Chennai,15000,"Communication, JIRA, Agile, SQL, Product Management","Join Galactic Soft as a Product Manager. We need expertise in Communication, JIRA."
INT_5501,Titan Software,QA Engineer,Hyderabad,25000,"Manual Testing, Python, Java","Join Titan Software as a QA Engineer. We need expertise in Manual Testing, Python."
INT_5502,SoftSystems,Product Manager,Bangalore,5000,"Agile, Product Management, Communication","Join SoftSystems as a Product Manager. We need expertise in Agile, Product Management."
INT_5503,OrbitTech,Backend Developer,Remote,15000,"MongoDB, Express.js, SQL, Java, PostgreSQL","Join OrbitTech as a Backend Developer. We need expertise in MongoDB, Express.js."
INT_5504,Global Connect,Backend Developer,Remote,Unpaid,"Spring Boot, PostgreSQL, NoSQL, Flask","Join Global Connect as a Backend Developer. We need expertise in Spring Boot, PostgreSQL."
INT_5505,DataMinds,Data Scientist,Chennai,20000,"Pandas, NumPy, TensorFlow, Data Science","Join DataMinds as a Data Scientist. We need expertise in Pandas, NumPy."
INT_5506,Galactic Soft,Backend Developer,Bangalore,15000,"Node.js, Flask, MongoDB, Spring Boot, PostgreSQL","Join Galactic Soft as a Backend Developer. We need expertise in Node.js, Flask."
INT_5507,Zenith AI,Full Stack Developer,Remote,15000,"Git, Node.js, CSS","Join Zenith AI as a Full Stack Developer. We need expertise in Git, Node.js."
INT_5508,CodeCraft,Machine Learning Engineer,Noida,5000,"Deep Learning, MLOps, Machine Learning, AWS, Python","Join CodeCraft as a Machine Learning Engineer. We need expertise in Deep Learning, MLOps."
INT_5509,TerraFirm,Software Engineer,Chennai,10000,"Java, C++, SQL","Join TerraFirm as a Software Engineer. We need expertise in Java, C++."
INT_5510,CoreSystems,Machine Learning Engineer,Chennai,15000,"PyTorch, Docker, Machine Learning","Join CoreSystems as a Machine Learning Engineer. We need expertise in PyTorch, Docker."
INT_5511,Quantum Bits,Full Stack Developer,Noida,5000,"React, Express.js, Node.js, JavaScript","Join Quantum Bits as a Full Stack Developer. We need expertise in React, Express.js."
INT_5512,LogicGate,Frontend Developer,Mumbai,12000,"Redux, Angular, JavaScript","Join LogicGate as a Frontend Developer. We need expertise in Redux, Angular."
INT_5513,TerraFirm,Frontend Developer,Gurgaon,8000,"TypeScript, Redux, Vue.js","Join TerraFirm as a Frontend Developer. We need expertise in TypeScript, Redux."
INT_5514,Sierra Logic,DevOps Engineer,Hyderabad,Unpaid,"AWS, Git, Jenkins","Join Sierra Logic as a DevOps Engineer. We need expertise in AWS, Git."
INT_5515,Vanguard Data,Mobile App Developer,Hyderabad,15000,"Swift, Java, iOS Development, Kotlin","Join Vanguard Data as a Mobile App Developer. We need expertise in Swift, Java."
INT_5516,Vertex Global,Product Manager,Mumbai,5000,"Agile, Roadmapping, Data Analysis, SQL","Join Vertex Global as a Product Manager. We need expertise in Agile, Roadmapping."
INT_5517,SparkNet,Data Analyst,Pune,5000,"Excel, Python, SQL","Join SparkNet as a Data Analyst. We need expertise in Excel, Python."
INT_5518,Future Systems,System Administrator,Mumbai,25000,"Windows Server, AWS, Networking, Bash, Virtualization","Join Future Systems as a System Administrator. We need expertise in Windows Server, AWS."
INT_5519,Starlight Systems,Backend Developer,Remote,10000,"API Design, Flask, Django, Node.js","Join Starlight Systems as a Backend Developer. We need expertise in API Design, Flask."
INT_5520,LogicGate,Machine Learning Engineer,Chennai,20000,"Python, MLOps, PyTorch, Deep Learning, Docker","Join LogicGate as a Machine Learning Engineer. We need expertise in Python, MLOps."
INT_5521,DeepDive Data,Mobile App Developer,Hyderabad,25000,"Swift, React Native, Java","Join DeepDive Data as a Mobile App Developer. We need expertise in Swift, React Native."
INT_5522,Galactic Soft,Frontend Developer,Gurgaon,10000,"HTML, CSS, Tailwind CSS, Angular","Join Galactic Soft as a Frontend Developer. We need expertise in HTML, CSS."
INT_5523,Nebula Data,Mobile App Developer,Mumbai,25000,"iOS Development, Flutter, React Native, Android Studio, Kotlin","Join Nebula Data as a Mobile App Developer. We need expertise in iOS Development, Flutter."
INT_5524,Visionary Apps,Frontend Developer,Remote,8000,"Redux, HTML, TypeScript, CSS","Join Visionary Apps as a Frontend Developer. We need expertise in Redux, HTML."
INT_5525,Global Connect,Machine Learning Engineer,Gurgaon,10000,"MLOps, Deep Learning, Machine Learning, PyTorch","Join Global Connect as a Machine Learning Engineer. We need expertise in MLOps, Deep Learning."
INT_5526,Echo Systems,QA Engineer,Indore,25000,"Selenium, JIRA, Java, Python, Automation Testing","Join Echo Systems as a QA Engineer. We need expertise in Selenium, JIRA."
INT_5527,Titan Software,DevOps Engineer,Gurgaon,10000,"Docker, Kubernetes, Bash Scripting, Git","Join Titan Software as a DevOps Engineer. We need expertise in Docker, Kubernetes."
INT_5528,Cosmos AI,Backend Developer,Hyderabad,5000,"NoSQL, SQL, Django, MongoDB","Join Cosmos AI as a Backend Developer. We need expertise in NoSQL, SQL."
INT_5529,Nexus Solutions,Machine Learning Engineer,Gurgaon,12000,"TensorFlow, PyTorch, MLOps","Join Nexus Solutions as a Machine Learning Engineer. We need expertise in TensorFlow, PyTorch."
INT_5530,Novus Tech,UI/UX Designer,Hyderabad,Unpaid,"Adobe XD, User Research, HTML, Wireframing, CSS","Join Novus Tech as a UI/UX Designer. We need expertise in Adobe XD, User Research."
INT_5531,Sierra Logic,Data Scientist,Gurgaon,12000,"Scikit-learn, Data Science, PyTorch, Python, Tableau","Join Sierra Logic as a Data Scientist. We need expertise in Scikit-learn, Data Science."
INT_5532,Fusion Labs,Full Stack Developer,Delhi,25000,"Node.js, React, Git, HTML, CSS","Join Fusion Labs as a Full Stack Developer. We need expertise in Node.js, React."
INT_5533,LunaSys,UI/UX Designer,Remote,12000,"Prototyping, HTML, Adobe XD","Join LunaSys as a UI/UX Designer. We need expertise in Prototyping, HTML."
INT_5534,CloudNet,Full Stack Developer,Delhi,15000,"JavaScript, Git, Express.js, MongoDB, SQL","Join CloudNet as a Full Stack Developer. We need expertise in JavaScript, Git."
INT_5535,Summit Digital,DevOps Engineer,Mumbai,15000,"AWS, Kubernetes, Git, Jenkins, Azure","Join Summit Digital as a DevOps Engineer. We need expertise in AWS, Kubernetes."
INT_5536,BlueWave,Backend Developer,Noida,10000,"Java, Node.js, NoSQL","Join BlueWave as a Backend Developer. We need expertise in Java, Node.js."
INT_5537,ByteWorks,Backend Developer,Noida,10000,"Flask, PostgreSQL, Spring Boot, Node.js, MongoDB","Join ByteWorks as a Backend Developer. We need expertise in Flask, PostgreSQL."
INT_5538,PrimeLogic,Data Analyst,Gurgaon,5000,"R, Data Science, Excel, Python","Join PrimeLogic as a Data Analyst. We need expertise in R, Data Science."
INT_5539,Equinox Labs,Machine Learning Engineer,Remote,15000,"Python, AWS, PyTorch","Join Equinox Labs as a Machine Learning Engineer. We need expertise in Python, AWS."
INT_5540,Galactic Soft,Software Engineer,Pune,Unpaid,"Git, System Design, Python, Algorithms","Join Galactic Soft as a Software Engineer. We need expertise in Git, System Design."
INT_5541,Galactic Soft,Data Scientist,Gurgaon,12000,"Machine Learning, TensorFlow, NumPy, Data Science","Join Galactic Soft as a Data Scientist. We need expertise in Machine Learning, TensorFlow."
INT_5542,LogicGate,Product Manager,Remote,25000,"SQL, Roadmapping, Agile, Product Management","Join LogicGate as a Product Manager. We need expertise in SQL, Roadmapping."
INT_5543,LunaSys,QA Engineer,Remote,20000,"Python, JIRA, SQL, Automation Testing, Manual Testing","Join LunaSys as a QA Engineer. We need expertise in Python, JIRA."
INT_5544,CodeCraft,Frontend Developer,Pune,25000,"Tailwind CSS, Angular, HTML, Redux, TypeScript","Join CodeCraft as a Frontend Developer. We need expertise in Tailwind CSS, Angular."
INT_5545,CoreSystems,QA Engineer,Mumbai,Unpaid,"JIRA, Python, Manual Testing, Selenium","Join CoreSystems as a QA Engineer. We need expertise in JIRA, Python."
INT_5546,Stellar Code,Frontend Developer,Pune,25000,"Redux, JavaScript, HTML, React, Angular","Join Stellar Code as a Frontend Developer. We need expertise in Redux, JavaScript."
INT_5547,Echo Systems,Frontend Developer,Mumbai,10000,"CSS, Angular, JavaScript","Join Echo Systems as a Frontend Developer. We need expertise in CSS, Angular."
INT_5548,Bright Ideas,Backend Developer,Hyderabad,5000,"Spring Boot, API Design, Flask, Django, Node.js","Join Bright Ideas as a Backend Developer. We need expertise in Spring Boot, API Design."
INT_5549,Zenith AI,QA Engineer,Gurgaon,25000,"Automation Testing, Manual Testing, SQL","Join Zenith AI as a QA Engineer. We need expertise in Automation Testing, Manual Testing."
INT_5550,CloudNet,UI/UX Designer,Indore,Unpaid,"Wireframing, CSS, HTML, Adobe XD","Join CloudNet as a UI/UX Designer. We need expertise in Wireframing, CSS."
INT_5551,Equinox Labs,Full Stack Developer,Bangalore,Unpaid,"Git, HTML, SQL, CSS, Express.js","Join Equinox Labs as a Full Stack Developer. We need expertise in Git, HTML."
INT_5552,Quantum Bits,Software Engineer,Mumbai,5000,"SQL, Git, Data Structures, Algorithms, Python","Join Quantum Bits as a Software Engineer. We need expertise in SQL, Git."
INT_5553,CyberDyne,Software Engineer,Remote,20000,"Git, System Design, SQL, Python","Join CyberDyne as a Software Engineer. We need expertise in Git, System Design."
INT_5554,Zenith AI,Mobile App Developer,Mumbai,Unpaid,"Swift, React Native, iOS Development, Android Studio","Join Zenith AI as a Mobile App Developer. We need expertise in Swift, React Native."
INT_5555,RapidScale,Backend Developer,Indore,8000,"MongoDB, API Design, Java, Spring Boot, SQL","Join RapidScale as a Backend Developer. We need expertise in MongoDB, API Design."
INT_5556,Novus Tech,Mobile App Developer,Delhi,8000,"Swift, Kotlin, iOS Development","Join Novus Tech as a Mobile App Developer. We need expertise in Swift, Kotlin."
INT_5557,Nexus Solutions,Machine Learning Engineer,Mumbai,8000,"Python, Machine Learning, Docker, AWS, PyTorch","Join Nexus Solutions as a Machine Learning Engineer. We need expertise in Python, Machine Learning."
INT_5558,TechSol,DevOps Engineer,Indore,15000,"Kubernetes, Azure, Linux, Jenkins","Join TechSol as a DevOps Engineer. We need expertise in Kubernetes, Azure."
INT_5559,Delta Force,Full Stack Developer,Chennai,10000,"React, Git, CSS, SQL","Join Delta Force as a Full Stack Developer. We need expertise in React, Git."
INT_5560,Omega Corp,Data Analyst,Pune,20000,"Python, R, Statistics, SQL, Tableau","Join Omega Corp as a Data Analyst. We need expertise in Python, R."
INT_5561,CodeCraft,UI/UX Designer,Noida,Unpaid,"Adobe XD, CSS, Sketch, HTML, Prototyping","Join CodeCraft as a UI/UX Designer. We need expertise in Adobe XD, CSS."
INT_5562,Stellar Code,Mobile App Developer,Gurgaon,5000,"Java, Swift, Android Studio","Join Stellar Code as a Mobile App Developer. We need expertise in Java, Swift."
INT_5563,Smart Solutions,Product Manager,Noida,15000,"JIRA, Agile, Product Management, Roadmapping","Join Smart Solutions as a Product Manager. We need expertise in JIRA, Agile."
INT_5564,Sierra Logic,Data Analyst,Pune,12000,"Excel, SQL, Tableau, Power BI, Statistics","Join Sierra Logic as a Data Analyst. We need expertise in Excel, SQL."
INT_5565,TerraFirm,Backend Developer,Mumbai,10000,"Flask, Express.js, PostgreSQL, Django","Join TerraFirm as a Backend Developer. We need expertise in Flask, Express.js."
INT_5566,Starlight Systems,Product Manager,Gurgaon,8000,"Product Management, Data Analysis, Communication, Roadmapping","Join Starlight Systems as a Product Manager. We need expertise in Product Management, Data Analysis."
INT_5567,Zenith AI,Data Analyst,Remote,Unpaid,"Python, Excel, Tableau, Data Science","Join Zenith AI as a Data Analyst. We need expertise in Python, Excel."
INT_5568,NextLevel Tech,Software Engineer,Hyderabad,15000,"Java, Algorithms, System Design","Join NextLevel Tech as a Software Engineer. We need expertise in Java, Algorithms."
INT_5569,Stellar Code,Mobile App Developer,Mumbai,15000,"Swift, Flutter, iOS Development, Android Studio","Join Stellar Code as a Mobile App Developer. We need expertise in Swift, Flutter."
INT_5570,Vanguard Data,Mobile App Developer,Pune,15000,"Flutter, React Native, Java","Join Vanguard Data as a Mobile App Developer. We need expertise in Flutter, React Native."
INT_5571,TerraFirm,Mobile App Developer,Mumbai,10000,"Kotlin, iOS Development, Flutter, Swift, Java","Join TerraFirm as a Mobile App Developer. We need expertise in Kotlin, iOS Development."
INT_5572,Visionary Apps,Data Analyst,Hyderabad,15000,"SQL, Excel, Tableau, Power BI, Python","Join Visionary Apps as a Data Analyst. We need expertise in SQL, Excel."
INT_5573,Sierra Logic,UI/UX Designer,Hyderabad,10000,"Sketch, Prototyping, CSS, Figma","Join Sierra Logic as a UI/UX Designer. We need expertise in Sketch, Prototyping."
INT_5574,ClearView Tech,Frontend Developer,Pune,12000,"HTML, Tailwind CSS, JavaScript","Join ClearView Tech as a Frontend Developer. We need expertise in HTML, Tailwind CSS."
INT_5575,Summit Digital,Mobile App Developer,Indore,5000,"iOS Development, Flutter, Java, Swift, Android Studio","Join Summit Digital as a Mobile App Developer. We need expertise in iOS Development, Flutter."
INT_5576,Zenith AI,Product Manager,Pune,8000,"Communication, Roadmapping, Data Analysis, Agile, SQL","Join Zenith AI as a Product Manager. We need expertise in Communication, Roadmapping."
INT_5577,Galactic Soft,DevOps Engineer,Delhi,Unpaid,"CI/CD, Jenkins, AWS, Azure, Bash Scripting","Join Galactic Soft as a DevOps Engineer. We need expertise in CI/CD, Jenkins."
INT_5578,Smart Solutions,Machine Learning Engineer,Gurgaon,15000,"Machine Learning, Docker, PyTorch","Join Smart Solutions as a Machine Learning Engineer. We need expertise in Machine Learning, Docker."
INT_5579,Cosmos AI,Frontend Developer,Bangalore,25000,"Angular, CSS, JavaScript, Vue.js","Join Cosmos AI as a Frontend Developer. We need expertise in Angular, CSS."
INT_5580,RapidScale,Software Engineer,Gurgaon,12000,"SQL, Python, Java","Join RapidScale as a Software Engineer. We need expertise in SQL, Python."
INT_5581,PrimeLogic,Data Analyst,Remote,Unpaid,"R, SQL, Python, Excel, Tableau","Join PrimeLogic as a Data Analyst. We need expertise in R, SQL."
INT_5582,Infinity AI,Machine Learning Engineer,Pune,15000,"PyTorch, Machine Learning, Python, TensorFlow, Docker","Join Infinity AI as a Machine Learning Engineer. We need expertise in PyTorch, Machine Learning."
INT_5583,Starlight Systems,QA Engineer,Mumbai,Unpaid,"Selenium, Python, Manual Testing, Java, SQL","Join Starlight Systems as a QA Engineer. We need expertise in Selenium, Python."
INT_5584,Delta Force,System Administrator,Bangalore,20000,"Bash, Windows Server, Azure, Linux","Join Delta Force as a System Administrator. We need expertise in Bash, Windows Server."
INT_5585,CoreSystems,System Administrator,Noida,20000,"AWS, Windows Server, Linux, Networking","Join CoreSystems as a System Administrator. We need expertise in AWS, Windows Server."
INT_5586,Vertex Global,System Administrator,Remote,15000,"Azure, Linux, AWS, Windows Server","Join Vertex Global as a System Administrator. We need expertise in Azure, Linux."
INT_5587,Fusion Labs,Product Manager,Pune,12000,"Communication, Roadmapping, JIRA, Product Management, Agile","Join Fusion Labs as a Product Manager. We need expertise in Communication, Roadmapping."
INT_5588,PrimeLogic,Data Scientist,Mumbai,Unpaid,"SQL, NumPy, Machine Learning, Data Science, Deep Learning","Join PrimeLogic as a Data Scientist. We need expertise in SQL, NumPy."
INT_5589,Smart Solutions,Software Engineer,Mumbai,Unpaid,"C++, Python, Data Structures, Algorithms, SQL","Join Smart Solutions as a Software Engineer. We need expertise in C++, Python."
INT_5590,Universal Tech,Full Stack Developer,Noida,5000,"MongoDB, React, JavaScript","Join Universal Tech as a Full Stack Developer. We need expertise in MongoDB, React."
INT_5591,Zenith AI,Full Stack Developer,Hyderabad,10000,"Express.js, JavaScript, HTML","Join Zenith AI as a Full Stack Developer. We need expertise in Express.js, JavaScript."
INT_5592,Sierra Logic,Backend Developer,Indore,25000,"Node.js, Spring Boot, Flask, SQL","Join Sierra Logic as a Backend Developer. We need expertise in Node.js, Spring Boot."
INT_5593,Vertex Global,Full Stack Developer,Gurgaon,20000,"CSS, MongoDB, React, Express.js","Join Vertex Global as a Full Stack Developer. We need expertise in CSS, MongoDB."
INT_5594,Delta Force,QA Engineer,Chennai,8000,"Automation Testing, Selenium, Python, Java, Manual Testing","Join Delta Force as a QA Engineer. We need expertise in Automation Testing, Selenium."
INT_5595,TechSol,Frontend Developer,Delhi,8000,"JavaScript, Vue.js, TypeScript, HTML, Angular","Join TechSol as a Frontend Developer. We need expertise in JavaScript, Vue.js."
INT_5596,InnovateX,Mobile App Developer,Chennai,5000,"Kotlin, Flutter, iOS Development, React Native, Swift","Join InnovateX as a Mobile App Developer. We need expertise in Kotlin, Flutter."
INT_5597,Global Connect,Product Manager,Pune,Unpaid,"JIRA, Communication, Roadmapping","Join Global Connect as a Product Manager. We need expertise in JIRA, Communication."
INT_5598,Fusion Labs,System Administrator,Indore,12000,"Networking, Windows Server, Linux","Join Fusion Labs as a System Administrator. We need expertise in Networking, Windows Server."
INT_5599,Meridian Soft,Frontend Developer,Gurgaon,8000,"JavaScript, Angular, Redux, TypeScript, Tailwind CSS","Join Meridian Soft as a Frontend Developer. We need expertise in JavaScript, Angular."
INT_5600,Helios Data,Backend Developer,Gurgaon,20000,"Django, PostgreSQL, NoSQL, Node.js","Join Helios Data as a Backend Developer. We need expertise in Django, PostgreSQL."
INT_5601,Vertex Global,Machine Learning Engineer,Noida,10000,"Machine Learning, TensorFlow, PyTorch","Join Vertex Global as a Machine Learning Engineer. We need expertise in Machine Learning, TensorFlow."
INT_5602,OrbitTech,Data Analyst,Noida,25000,"Tableau, Statistics, Python, Excel","Join OrbitTech as a Data Analyst. We need expertise in Tableau, Statistics."
INT_5603,CloudNet,Data Scientist,Indore,15000,"Scikit-learn, Python, NumPy, Tableau, Pandas","Join CloudNet as a Data Scientist. We need expertise in Scikit-learn, Python."
INT_5604,OrbitTech,QA Engineer,Delhi,8000,"Java, Automation Testing, Selenium, Manual Testing","Join OrbitTech as a QA Engineer. We need expertise in Java, Automation Testing."
INT_5605,Universal Tech,Full Stack Developer,Hyderabad,12000,"React, JavaScript, Express.js, Node.js","Join Universal Tech as a Full Stack Developer. We need expertise in React, JavaScript."
INT_5606,CyberDyne,Product Manager,Remote,5000,"Data Analysis, JIRA, Product Management, SQL, Agile","Join CyberDyne as a Product Manager. We need expertise in Data Analysis, JIRA."
INT_5607,Solstice Tech,Data Scientist,Hyderabad,5000,"Data Science, Machine Learning, NumPy, TensorFlow, Deep Learning","Join Solstice Tech as a Data Scientist. We need expertise in Data Science, Machine Learning."
INT_5608,Titan Software,Data Scientist,Mumbai,5000,"Pandas, NumPy, Tableau, SQL","Join Titan Software as a Data Scientist. We need expertise in Pandas, NumPy."
INT_5609,OrbitTech,Machine Learning Engineer,Remote,8000,"TensorFlow, Python, PyTorch, Docker","Join OrbitTech as a Machine Learning Engineer. We need expertise in TensorFlow, Python."
INT_5610,TerraFirm,Software Engineer,Bangalore,15000,"C++, Algorithms, Data Structures","Join TerraFirm as a Software Engineer. We need expertise in C++, Algorithms."
INT_5611,TechSol,Full Stack Developer,Bangalore,15000,"Git, MongoDB, SQL","Join TechSol as a Full Stack Developer. We need expertise in Git, MongoDB."
INT_5612,Meridian Soft,Product Manager,Mumbai,8000,"Communication, SQL, Product Management","Join Meridian Soft as a Product Manager. We need expertise in Communication, SQL."
INT_5613,FastTrack Soft,Mobile App Developer,Mumbai,20000,"Android Studio, Java, Flutter, Swift","Join FastTrack Soft as a Mobile App Developer. We need expertise in Android Studio, Java."
INT_5614,Novus Tech,Software Engineer,Indore,12000,"Python, Algorithms, SQL, Git, C++","Join Novus Tech as a Software Engineer. We need expertise in Python, Algorithms."
INT_5615,Visionary Apps,QA Engineer,Mumbai,20000,"Python, Java, Automation Testing, Manual Testing","Join Visionary Apps as a QA Engineer. We need expertise in Python, Java."
INT_5616,LunaSys,System Administrator,Gurgaon,Unpaid,"Networking, AWS, Azure, Windows Server, Virtualization","Join LunaSys as a System Administrator. We need expertise in Networking, AWS."
INT_5617,Equinox Labs,Software Engineer,Chennai,12000,"Python, C++, Data Structures","Join Equinox Labs as a Software Engineer. We need expertise in Python, C++."
INT_5618,Stellar Code,Data Analyst,Hyderabad,12000,"SQL, Statistics, Excel, Tableau, Data Science","Join Stellar Code as a Data Analyst. We need expertise in SQL, Statistics."
INT_5619,Infinity AI,Frontend Developer,Pune,5000,"Angular, CSS, Redux, JavaScript","Join Infinity AI as a Frontend Developer. We need expertise in Angular, CSS."
INT_5620,CoreSystems,QA Engineer,Chennai,Unpaid,"JIRA, Java, Manual Testing","Join CoreSystems as a QA Engineer. We need expertise in JIRA, Java."
INT_5621,TerraFirm,DevOps Engineer,Indore,10000,"Kubernetes, Linux, Jenkins","Join TerraFirm as a DevOps Engineer. We need expertise in Kubernetes, Linux."
INT_5622,Vanguard Data,QA Engineer,Delhi,Unpaid,"JIRA, SQL, Automation Testing, Python","Join Vanguard Data as a QA Engineer. We need expertise in JIRA, SQL."
INT_5623,Galactic Soft,Data Scientist,Gurgaon,Unpaid,"Scikit-learn, Tableau, TensorFlow","Join Galactic Soft as a Data Scientist. We need expertise in Scikit-learn, Tableau."
INT_5624,DataMinds,Data Analyst,Mumbai,10000,"Python, Tableau, SQL, R, Excel","Join DataMinds as a Data Analyst. We need expertise in Python, Tableau."
INT_5625,Universal Tech,System Administrator,Bangalore,25000,"Virtualization, Networking, Linux, Azure","Join Universal Tech as a System Administrator. We need expertise in Virtualization, Networking."
INT_5626,Fusion Labs,Mobile App Developer,Chennai,Unpaid,"Java, iOS Development, Kotlin","Join Fusion Labs as a Mobile App Developer. We need expertise in Java, iOS Development."
INT_5627,BlueWave,Backend Developer,Hyderabad,8000,"Java, NoSQL, Node.js, PostgreSQL, API Design","Join BlueWave as a Backend Developer. We need expertise in Java, NoSQL."
INT_5628,TerraFirm,DevOps Engineer,Mumbai,25000,"Bash Scripting, Kubernetes, CI/CD","Join TerraFirm as a DevOps Engineer. We need expertise in Bash Scripting, Kubernetes."
INT_5629,CoreSystems,Software Engineer,Gurgaon,12000,"Data Structures, Git, Algorithms","Join CoreSystems as a Software Engineer. We need expertise in Data Structures, Git."
INT_5630,FastTrack Soft,Full Stack Developer,Remote,5000,"MongoDB, JavaScript, Git, React","Join FastTrack Soft as a Full Stack Developer. We need expertise in MongoDB, JavaScript."
INT_5631,Vanguard Data,System Administrator,Pune,5000,"AWS, Bash, Virtualization, Linux, Networking","Join Vanguard Data as a System Administrator. We need expertise in AWS, Bash."
INT_5632,Pioneer Soft,Product Manager,Hyderabad,Unpaid,"JIRA, Product Management, SQL, Data Analysis, Communication","Join Pioneer Soft as a Product Manager. We need expertise in JIRA, Product Management."
INT_5633,Omega Corp,Mobile App Developer,Pune,20000,"Flutter, Kotlin, Swift, Java, iOS Development","Join Omega Corp as a Mobile App Developer. We need expertise in Flutter, Kotlin."
INT_5634,ByteWorks,Frontend Developer,Delhi,5000,"JavaScript, TypeScript, HTML","Join ByteWorks as a Frontend Developer. We need expertise in JavaScript, TypeScript."
INT_5635,OrbitTech,Product Manager,Bangalore,12000,"Data Analysis, SQL, JIRA, Product Management","Join OrbitTech as a Product Manager. We need expertise in Data Analysis, SQL."
INT_5636,Novus Tech,Frontend Developer,Mumbai,25000,"Tailwind CSS, React, JavaScript, Redux, TypeScript","Join Novus Tech as a Frontend Developer. We need expertise in Tailwind CSS, React."
INT_5637,Pioneer Soft,UI/UX Designer,Delhi,10000,"Wireframing, Prototyping, User Research, Adobe XD","Join Pioneer Soft as a UI/UX Designer. We need expertise in Wireframing, Prototyping."
INT_5638,Zenith AI,Data Analyst,Hyderabad,Unpaid,"Excel, Python, Tableau, Statistics","Join Zenith AI as a Data Analyst. We need expertise in Excel, Python."
INT_5639,LunaSys,DevOps Engineer,Gurgaon,15000,"Kubernetes, Linux, AWS, Docker, Azure","Join LunaSys as a DevOps Engineer. We need expertise in Kubernetes, Linux."
INT_5640,Polaris Solutions,Frontend Developer,Indore,Unpaid,"HTML, Redux, Angular, TypeScript","Join Polaris Solutions as a Frontend Developer. We need expertise in HTML, Redux."
INT_5641,BlueWave,Frontend Developer,Indore,20000,"TypeScript, HTML, Angular, CSS, Tailwind CSS","Join BlueWave as a Frontend Developer. We need expertise in TypeScript, HTML."
INT_5642,CodeCraft,System Administrator,Remote,10000,"AWS, Bash, Windows Server, Azure, Networking","Join CodeCraft as a System Administrator. We need expertise in AWS, Bash."
INT_5643,Cosmos AI,DevOps Engineer,Pune,10000,"Jenkins, Bash Scripting, Azure","Join Cosmos AI as a DevOps Engineer. We need expertise in Jenkins, Bash Scripting."
INT_5644,Sierra Logic,System Administrator,Gurgaon,10000,"Networking, Windows Server, Virtualization, Bash, Linux","Join Sierra Logic as a System Administrator. We need expertise in Networking, Windows Server."
INT_5645,Starlight Systems,Frontend Developer,Chennai,8000,"Vue.js, Angular, JavaScript, TypeScript, HTML","Join Starlight Systems as a Frontend Developer. We need expertise in Vue.js, Angular."
INT_5646,Starlight Systems,Machine Learning Engineer,Hyderabad,25000,"Machine Learning, PyTorch, MLOps, Python","Join Starlight Systems as a Machine Learning Engineer. We need expertise in Machine Learning, PyTorch."
INT_5647,TechSol,Backend Developer,Noida,10000,"API Design, Django, PostgreSQL","Join TechSol as a Backend Developer. We need expertise in API Design, Django."
INT_5648,Bright Ideas,Data Scientist,Mumbai,8000,"Pandas, SQL, Python, TensorFlow, Tableau","Join Bright Ideas as a Data Scientist. We need expertise in Pandas, SQL."
INT_5649,Starlight Systems,QA Engineer,Remote,15000,"Java, Automation Testing, Manual Testing","Join Starlight Systems as a QA Engineer. We need expertise in Java, Automation Testing."
INT_5650,LunaSys,Data Scientist,Hyderabad,5000,"Machine Learning, Pandas, Scikit-learn, PyTorch","Join LunaSys as a Data Scientist. We need expertise in Machine Learning, Pandas."
INT_5651,FastTrack Soft,QA Engineer,Hyderabad,5000,"SQL, Automation Testing, Java, Manual Testing, JIRA","Join FastTrack Soft as a QA Engineer. We need expertise in SQL, Automation Testing."
INT_5652,Global Connect,Product Manager,Remote,15000,"Agile, Product Management, Data Analysis","Join Global Connect as a Product Manager. We need expertise in Agile, Product Management."
