Student_ID,Name,Skills,Preferred_Role,CGPA,Mock_OA_Score,Projects,Internships_Done,Placed_Status
2025CS13848,Student_3848,"Tableau, Statistics, R, Excel",Data Analyst,6.14,40,1,1,0
2025CS13849,Student_3849,"Flutter, Java, iOS Development, Kotlin, Swift",Mobile App Developer,8.92,54,3,0,0
2025CS13850,Student_3850,"Bash Scripting, AWS, Kubernetes",DevOps Engineer,6.4,69,4,3,1
2025CS13851,Student_3851,"Java, Python, C++, Algorithms, Data Structures",Software Engineer,9.63,48,2,1,0
2025CS13852,Student_3852,"Communication, SQL, Roadmapping, React",Product Manager,7.14,85,2,2,1
2025CS13853,Student_3853,"Power BI, Statistics, Python, Data Science, Tableau, Excel",Data Analyst,6.9,55,5,1,0
2025CS13854,Student_3854,"Data Analysis, JIRA, Agile, Communication, Product Management",Product Manager,9.4,43,0,0,0
2025CS13855,Student_3855,"Java, Git, C++, Data Structures",Software Engineer,6.09,70,1,2,0
2025CS13856,Student_3856,"Flutter, Java, Android Studio, iOS Development, Kotlin, React Native",Mobile App Developer,8.49,52,6,3,1
2025CS13857,Student_3857,"Virtualization, Linux, Azure, Networking",System Administrator,7.74,75,0,3,1
2025CS13858,Student_3858,"Adobe XD, Figma, HTML, Wireframing, User Research",UI/UX Designer,7.23,51,0,0,0
2025CS13859,Student_3859,"CI/CD, Linux, Bash Scripting, Git, Jenkins, AWS",DevOps Engineer,9.84,42,3,0,0
2025CS13860,Student_3860,"JIRA, Agile, Communication, Roadmapping, SQL",Product Manager,6.64,56,6,3,1
2025CS13861,Student_3861,"CSS, Git, React, HTML, Node.js, Express.js",Full Stack Developer,8.68,90,3,1,1
2025CS13862,Student_3862,"Kubernetes, AWS, Azure, Jenkins",DevOps Engineer,9.84,90,6,2,1
2025CS13863,Student_3863,"JIRA, Python, SQL, Selenium",QA Engineer,7.79,43,1,3,0
2025CS13864,Student_3864,"Java, NoSQL, MongoDB, SQL, PostgreSQL",Backend Developer,8.96,45,5,0,0
2025CS13865,Student_3865,"Flutter, iOS Development, Swift, React Native",Mobile App Developer,8.65,47,2,2,0
2025CS13866,Student_3866,"Vue.js, React, HTML, TypeScript, Angular",Frontend Developer,6.06,75,2,1,0
2025CS13867,Student_3867,"System Design, Java, Git, Algorithms, SQL, Data Structures",Software Engineer,9.66,74,4,3,1
2025CS13868,Student_3868,"NumPy, Deep Learning, Pandas, Machine Learning, Tableau, SQL",Data Scientist,7.61,92,0,1,1
2025CS13869,Student_3869,"Linux, Networking, Windows Server, Bash, AWS",System Administrator,9.27,99,2,0,1
2025CS13870,Student_3870,"API Design, MongoDB, Express.js, NoSQL",Backend Developer,6.73,52,4,2,0
2025CS13871,Student_3871,"Data Analysis, JIRA, Linux, Agile, Communication, Product Management",Product Manager,7.84,90,1,0,1
2025CS13872,Student_3872,"JIRA, Communication, Product Management, Roadmapping, SQL",Product Manager,6.15,78,3,2,1
2025CS13873,Student_3873,"NumPy, Deep Learning, Python, PyTorch, Data Science, Tableau",Data Scientist,9.03,89,5,0,1
2025CS13874,Student_3874,"System Design, Java, Python, Git, C++, Data Structures",Software Engineer,8.95,88,6,2,1
2025CS13875,Student_3875,"Python, Git, C++, Data Structures",Software Engineer,6.43,84,4,2,1
2025CS13876,Student_3876,"Java, Spring Boot, Node.js, MongoDB, PostgreSQL, API Design",Backend Developer,6.27,64,0,1,0
2025CS13877,Student_3877,"Java, Python, Git, C++, Algorithms, SQL",Software Engineer,6.22,49,5,0,0
2025CS13878,Student_3878,"Java, Python, C++, Algorithms, SQL",Software Engineer,8.73,51,3,2,1
2025CS13879,Student_3879,"Automation Testing, TypeScript, CSS, Redux",Frontend Developer,8.11,87,3,3,1
2025CS13880,Student_3880,"NumPy, Python, Pandas, TensorFlow, PyTorch, Scikit-learn",Data Scientist,6.91,86,1,0,0
2025CS13881,Student_3881,"MongoDB, SQL, Git",Full Stack Developer,9.6,79,5,1,1
2025CS13882,Student_3882,"Tableau, R, Python",Data Analyst,9.02,98,0,1,1
2025CS13883,Student_3883,"MongoDB, SQL, Node.js",Full Stack Developer,6.76,93,1,1,1
2025CS13884,Student_3884,"Power BI, Python, Data Science, Tableau, Excel",Data Analyst,8.27,67,5,3,1
2025CS13885,Student_3885,"Java, Android Studio, Swift",Mobile App Developer,9.62,57,1,2,1
2025CS13886,Student_3886,"Tailwind CSS, JavaScript, Angular",Frontend Developer,6.54,72,1,1,0
2025CS13887,Student_3887,"HTML, Express.js, SQL",Full Stack Developer,7.28,88,0,0,0
2025CS13888,Student_3888,"Azure, Linux, Networking, Windows Server, Bash, Virtualization",System Administrator,6.96,65,3,0,0
2025CS13889,Student_3889,"Azure, Linux, Windows Server, Virtualization, AWS",System Administrator,8.27,46,1,2,0
2025CS13890,Student_3890,"Flutter, iOS Development, Kotlin, React Native",Mobile App Developer,6.51,73,1,2,0
2025CS13891,Student_3891,"CSS, JavaScript, React, HTML, Node.js, Express.js",Full Stack Developer,9.8,73,1,0,1
2025CS13892,Student_3892,"Virtualization, Linux, Windows Server, AWS",System Administrator,6.07,67,6,1,1
2025CS13893,Student_3893,"Java, JIRA, Python, Manual Testing, Selenium",QA Engineer,8.42,85,6,1,1
2025CS13894,Student_3894,"Flutter, Java, Android Studio, Kotlin, Swift",Mobile App Developer,8.73,80,6,2,1
2025CS13895,Student_3895,"Tableau, SQL, Statistics, Data Science",Data Analyst,8.56,85,6,1,1
2025CS13896,Student_3896,"Java, Kotlin, Swift",Mobile App Developer,6.79,59,0,2,0
2025CS13897,Student_3897,"Bash, Virtualization, Azure, Windows Server",System Administrator,7.38,81,4,1,1
2025CS13898,Student_3898,"Data Analysis, JIRA, Agile, Communication, Roadmapping, SQL",Product Manager,9.67,55,0,2,1
2025CS13899,Student_3899,"Wireframing, Sketch, Adobe XD, CSS",UI/UX Designer,6.09,99,5,2,1
2025CS13900,Student_3900,"NumPy, PyTorch, Pandas, Data Science, Scikit-learn",Data Scientist,9.23,58,2,2,1
2025CS13901,Student_3901,"Virtualization, Azure, Networking",System Administrator,8.5,63,4,0,1
2025CS13902,Student_3902,"Java, JIRA, Python, Manual Testing, SQL, Selenium",QA Engineer,9.73,64,0,2,1
2025CS13903,Student_3903,"CSS, React, HTML, MongoDB, SQL, Express.js",Full Stack Developer,6.57,73,2,1,0
2025CS13904,Student_3904,"Redux, Tailwind CSS, CSS, Angular",Frontend Developer,8.77,48,4,3,1
2025CS13905,Student_3905,"Vue.js, TypeScript, PyTorch, Angular",Frontend Developer,6.41,45,0,1,0
2025CS13906,Student_3906,"Java, Kotlin, Android Studio, React Native",Mobile App Developer,7.5,62,3,0,0
2025CS13907,Student_3907,"Tableau, SQL, R, Excel",Data Analyst,8.89,55,3,1,1
2025CS13908,Student_3908,"SQL, Data Analysis, Agile",Product Manager,9.05,63,1,1,1
2025CS13909,Student_3909,"CSS, React, HTML, MongoDB, SQL",Full Stack Developer,9.64,56,2,3,1
2025CS13910,Student_3910,"System Design, Algorithms, Git, C++",Software Engineer,9.08,97,0,1,1
2025CS13911,Student_3911,"JIRA, Manual Testing, Java, Selenium",QA Engineer,9.12,62,5,3,1
2025CS13912,Student_3912,"Python, Power BI, Data Science",Data Analyst,9.76,74,6,1,1
2025CS13913,Student_3913,"Agile, SQL, JIRA, Roadmapping",Product Manager,9.31,97,5,3,1
2025CS13914,Student_3914,"PyTorch, Docker, Deep Learning, Machine Learning",Machine Learning Engineer,6.57,79,1,3,1
2025CS13915,Student_3915,"Java, Python, Git, Data Science",Software Engineer,8.03,64,6,0,1
2025CS13916,Student_3916,"JIRA, Communication, Roadmapping, Agile",Product Manager,6.95,52,0,1,0
2025CS13917,Student_3917,"Java, Android Studio, Python, Git, C++, SQL",Software Engineer,6.25,45,4,3,0
2025CS13918,Student_3918,"JIRA, Manual Testing, Python, SQL",QA Engineer,9.8,85,2,2,1
2025CS13919,Student_3919,"Wireframing, Sketch, User Research, CSS",UI/UX Designer,8.52,67,5,1,1
2025CS13920,Student_3920,"Java, JIRA, Python, Automation Testing, Manual Testing, Selenium",QA Engineer,7.84,43,5,2,1
2025CS13921,Student_3921,"Java, JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,7.96,58,2,3,1
2025CS13922,Student_3922,"Azure, Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,9.53,48,2,2,1
2025CS13923,Student_3923,"JIRA, Python, Automation Testing, Manual Testing, SQL, Selenium",QA Engineer,6.01,88,6,3,1
2025CS13924,Student_3924,"Flask, Spring Boot, Node.js, SQL, API Design",Backend Developer,8.33,45,0,2,0
2025CS13925,Student_3925,"Django, Express.js, Flask, NoSQL",Backend Developer,6.55,69,5,0,0
2025CS13926,Student_3926,"System Design, Java, Git, SQL, Data Structures",Software Engineer,8.29,88,5,2,1
2025CS13927,Student_3927,"Sketch, Python, HTML, Prototyping, User Research",UI/UX Designer,7.0,89,1,2,1
2025CS13928,Student_3928,"CSS, JavaScript, React, Node.js, SQL",Full Stack Developer,9.28,87,6,0,1
2025CS13929,Student_3929,"Azure, Linux, Bash Scripting, Git, Docker, Kubernetes",DevOps Engineer,7.4,42,1,0,0
2025CS13930,Student_3930,"Algorithms, Java, Data Structures",Software Engineer,7.38,80,2,3,1
2025CS13931,Student_3931,"Java, JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,8.69,83,4,2,1
2025CS13932,Student_3932,"Spring Boot, Node.js, MongoDB, SQL, PostgreSQL",Backend Developer,7.99,50,2,3,1
2025CS13933,Student_3933,"Deep Learning, Python, PyTorch, MLOps, Machine Learning",Machine Learning Engineer,8.63,44,6,3,1
2025CS13934,Student_3934,"CSS, Git, React, HTML, SQL, Express.js",Full Stack Developer,7.12,63,1,0,0
2025CS13935,Student_3935,"System Design, Python, SQL, Java",Software Engineer,6.88,65,5,3,1
2025CS13936,Student_3936,"Tailwind CSS, CSS, Redux, JavaScript, TypeScript, Angular",Frontend Developer,7.76,50,3,0,0
2025CS13937,Student_3937,"MongoDB, Express.js, React",Full Stack Developer,7.24,94,0,3,1
2025CS13938,Student_3938,"NumPy, Python, Pandas, Data Science, Scikit-learn, Tableau",Data Scientist,9.68,99,0,2,1
2025CS13939,Student_3939,"Java, JIRA, Python, Manual Testing, SQL, Selenium",QA Engineer,7.2,74,5,1,1
2025CS13940,Student_3940,"JavaScript, React, HTML, TypeScript, Angular",Frontend Developer,8.25,76,0,3,1
2025CS13941,Student_3941,"Java, Python, Automation Testing, Manual Testing, Selenium",QA Engineer,9.0,49,6,3,1
2025CS13942,Student_3942,"Deep Learning, Python, TensorFlow, Scikit-learn, SQL",Data Scientist,7.3,89,3,1,1
2025CS13943,Student_3943,"Django, Express.js, Flask, API Design",Backend Developer,8.87,95,2,3,1
2025CS13944,Student_3944,"System Design, Algorithms, Java, Data Structures",Software Engineer,7.44,49,1,0,0
2025CS13945,Student_3945,"Sketch, Adobe XD, User Research, Prototyping, Wireframing, Figma",UI/UX Designer,8.76,84,6,3,1
2025CS13946,Student_3946,"AWS, NoSQL, Express.js, API Design",Backend Developer,6.56,65,0,1,0
2025CS13947,Student_3947,"Networking, Azure, Linux, AWS",System Administrator,7.65,61,5,2,1
2025CS13948,Student_3948,"Sketch, Adobe XD, CSS, HTML, Figma",UI/UX Designer,6.43,50,1,2,0
2025CS13949,Student_3949,"System Design, Python, Git, C++, Algorithms, Data Structures",Software Engineer,9.12,83,3,3,1
2025CS13950,Student_3950,"JIRA, Data Analysis, Product Management",Product Manager,8.96,77,5,0,1
2025CS13951,Student_3951,"Wireframing, Sketch, Prototyping",UI/UX Designer,7.65,85,6,0,1
2025CS13952,Student_3952,"Communication, SQL, Data Analysis, Agile",Product Manager,9.04,51,1,0,0
2025CS13953,Student_3953,"SQL, Azure, Statistics, Data Science",Data Analyst,7.9,69,3,0,0
2025CS13954,Student_3954,"Sketch, Adobe XD, CSS, User Research, HTML, Figma",UI/UX Designer,9.32,52,1,1,0
2025CS13955,Student_3955,"HTML, Sketch, User Research, Figma",UI/UX Designer,6.48,40,3,2,0
2025CS13956,Student_3956,"Sketch, User Research, HTML, Prototyping, Figma",UI/UX Designer,8.73,92,0,0,1
2025CS13957,Student_3957,"Data Analysis, JIRA, Agile, Communication, Product Management, SQL",Product Manager,7.69,97,3,1,1
2025CS13958,Student_3958,"Python, PyTorch, Tableau, Machine Learning",Data Scientist,8.82,94,5,3,1
2025CS13959,Student_3959,"Tailwind CSS, JavaScript, React, HTML, TypeScript",Frontend Developer,6.82,75,5,0,1
2025CS13960,Student_3960,"Data Analysis, JIRA, Communication, Product Management, Roadmapping",Product Manager,6.71,73,1,0,0
2025CS13961,Student_3961,"JIRA, Algorithms, Java, Data Structures",Software Engineer,8.1,73,1,2,1
2025CS13962,Student_3962,"Wireframing, Sketch, CSS, Prototyping",UI/UX Designer,9.49,99,6,0,1
2025CS13963,Student_3963,"Deep Learning, Redux, Python, TensorFlow, Docker, AWS",Machine Learning Engineer,6.43,59,5,0,0
2025CS13964,Student_3964,"Linux, Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,8.2,69,1,1,1
2025CS13965,Student_3965,"System Design, Python, C++, Algorithms, SQL",Software Engineer,7.15,71,5,1,1
2025CS13966,Student_3966,"Vue.js, CSS, Redux, JavaScript, React, HTML",Frontend Developer,7.02,52,4,1,0
2025CS13967,Student_3967,"Express.js, Node.js, CSS",Full Stack Developer,8.48,84,2,2,1
2025CS13968,Student_3968,"Vue.js, CSS, Redux, React, TypeScript, Angular",Frontend Developer,7.48,44,3,3,0
2025CS13969,Student_3969,"JIRA, SQL, Agile",Product Manager,9.16,70,3,3,1
2025CS13970,Student_3970,"CI/CD, Docker, Linux",DevOps Engineer,7.45,88,5,2,1
2025CS13971,Student_3971,"NumPy, PyTorch, Scikit-learn, Machine Learning, SQL",Data Scientist,8.69,59,4,1,1
2025CS13972,Student_3972,"Deep Learning, Python, PyTorch, TensorFlow, MLOps, Docker",Machine Learning Engineer,9.03,53,6,0,1
2025CS13973,Student_3973,"Django, Java, Flask, Node.js, NoSQL, SQL",Backend Developer,9.57,85,0,1,1
2025CS13974,Student_3974,"Flutter, Kotlin, iOS Development, Java",Mobile App Developer,6.33,84,6,3,1
2025CS13975,Student_3975,"Adobe XD, Wireframing, Figma, CSS",UI/UX Designer,8.19,64,3,2,1
2025CS13976,Student_3976,"Java, JIRA, Python, Manual Testing, SQL, Selenium",QA Engineer,6.39,51,1,2,0
2025CS13977,Student_3977,"SQL, Product Management, Agile",Product Manager,8.04,42,1,1,0
2025CS13978,Student_3978,"Data Analysis, JIRA, Agile, Communication, SQL",Product Manager,7.95,91,2,3,1
2025CS13979,Student_3979,"Flutter, Java, Android Studio, Kotlin, Swift, React Native",Mobile App Developer,9.5,86,3,2,1
2025CS13980,Student_3980,"Virtualization, Linux, Networking",System Administrator,9.15,47,5,3,1
2025CS13981,Student_3981,"Express.js, SQL, PostgreSQL",Backend Developer,6.46,81,0,1,0
2025CS13982,Student_3982,"iOS Development, Kotlin, Swift, React Native",Mobile App Developer,8.65,87,1,3,1
2025CS13983,Student_3983,"Java, Flask, NoSQL, MongoDB, Express.js, PostgreSQL",Backend Developer,7.42,40,4,3,0
2025CS13984,Student_3984,"Communication, Roadmapping, Data Analysis, Agile",Product Manager,7.61,78,1,3,1
2025CS13985,Student_3985,"Android Studio, Swift, React Native",Mobile App Developer,9.75,51,6,1,1
2025CS13986,Student_3986,"Linux, Docker, Azure",DevOps Engineer,6.5,49,2,2,0
2025CS13987,Student_3987,"Sketch, Adobe XD, CSS, HTML, Prototyping, User Research",UI/UX Designer,8.51,59,2,0,0
2025CS13988,Student_3988,"Flutter, Java, Android Studio, iOS Development, Kotlin, React Native",Mobile App Developer,7.01,96,5,3,1
2025CS13989,Student_3989,"CI/CD, Docker, Azure, Bash Scripting",DevOps Engineer,8.7,72,1,2,1
2025CS13990,Student_3990,"Sketch, Adobe XD, CSS, Prototyping, Wireframing, User Research",UI/UX Designer,8.48,52,6,2,1
2025CS13991,Student_3991,"Tableau, Power BI, Data Science, R",Data Analyst,6.74,73,1,3,1
2025CS13992,Student_3992,"Python, MLOps, TensorFlow",Machine Learning Engineer,9.76,60,3,3,1
2025CS13993,Student_3993,"NumPy, Pandas, TensorFlow, Data Science, Scikit-learn, Machine Learning",Data Scientist,7.66,82,0,2,1
2025CS13994,Student_3994,"Angular, React, Tailwind CSS, Redux",Frontend Developer,7.2,42,2,3,0
2025CS13995,Student_3995,"Statistics, R, Python, Data Science, Tableau, SQL",Data Analyst,9.84,48,0,2,1
2025CS13996,Student_3996,"Java, JIRA, Python, Automation Testing, SQL, Selenium",QA Engineer,9.21,90,6,0,1
2025CS13997,Student_3997,"Tableau, SQL, Statistics, R",Data Analyst,6.22,99,0,1,1
2025CS13998,Student_3998,"Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,8.25,62,2,0,0
2025CS13999,Student_3999,"Spring Boot, Django, Flask, NoSQL",Backend Developer,7.86,77,3,1,1
2025CS14000,Student_4000,"Linux, Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,7.37,53,2,2,0
2025CS14001,Student_4001,"Linux, Azure, Jenkins",DevOps Engineer,6.91,77,0,2,1
2025CS14002,Student_4002,"PostgreSQL, Java, Node.js",Backend Developer,7.22,80,5,3,1
2025CS14003,Student_4003,"Statistics, R, Tableau, SQL, Excel",Data Analyst,6.72,45,6,1,0
2025CS14004,Student_4004,"Sketch, Python, C++, Algorithms, SQL",Software Engineer,6.99,83,4,1,1
2025CS14005,Student_4005,"SQL, Git, Data Structures",Software Engineer,8.45,46,3,2,1
2025CS14006,Student_4006,"Python, SQL, Tableau, Excel",Data Analyst,6.36,99,6,0,1
2025CS14007,Student_4007,"PyTorch, Python, Docker, MLOps",Machine Learning Engineer,9.16,87,3,3,1
2025CS14008,Student_4008,"Statistics, R, Data Science, Tableau, Excel",Data Analyst,7.22,88,2,2,1
2025CS14009,Student_4009,"HTML, User Research, Adobe XD, Prototyping",UI/UX Designer,6.82,64,3,1,0
2025CS14010,Student_4010,"Data Analysis, Communication, Product Management, Roadmapping, SQL",Product Manager,8.8,96,4,0,1
2025CS14011,Student_4011,"Vue.js, Tailwind CSS, CSS, JavaScript, HTML, Angular",Frontend Developer,7.4,60,3,2,1
2025CS14012,Student_4012,"CI/CD, Bash Scripting, Git, Kubernetes, AWS",DevOps Engineer,9.34,40,5,1,1
2025CS14013,Student_4013,"Java, JIRA, Python, Manual Testing, Selenium",QA Engineer,8.13,54,6,3,1
2025CS14014,Student_4014,"Python, TensorFlow, MLOps, Scikit-learn, AWS",Machine Learning Engineer,7.71,85,3,0,1
2025CS14015,Student_4015,"Deep Learning, Python, TensorFlow, MLOps, Machine Learning, AWS",Machine Learning Engineer,7.23,82,3,1,1
2025CS14016,Student_4016,"Python, Pandas, Deep Learning, Machine Learning",Data Scientist,6.88,74,4,2,1
2025CS14017,Student_4017,"Flutter, Java, Android Studio, iOS Development, React Native",Mobile App Developer,9.83,66,3,2,1
2025CS14018,Student_4018,"Power BI, Statistics, Python, Data Science, SQL",Data Analyst,9.74,48,5,2,1
2025CS14019,Student_4019,"CSS, JavaScript, Git, Node.js, SQL, Express.js",Full Stack Developer,7.39,71,3,0,0
2025CS14020,Student_4020,"Virtualization, Linux, Windows Server, Networking",System Administrator,7.81,99,0,2,1
2025CS14021,Student_4021,"CI/CD, Linux, AWS, Docker, Kubernetes, Jenkins",DevOps Engineer,7.24,71,5,3,1
2025CS14022,Student_4022,"Java, JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,7.91,96,6,1,1
2025CS14023,Student_4023,"Sketch, Python, Figma, HTML, Wireframing, User Research",UI/UX Designer,8.56,57,1,2,1
2025CS14024,Student_4024,"Python, PyTorch, TensorFlow, Docker, Machine Learning, AWS",Machine Learning Engineer,8.54,80,6,3,1
2025CS14025,Student_4025,"Spring Boot, NoSQL, API Design",Backend Developer,7.85,96,4,3,1
2025CS14026,Student_4026,"HTML, User Research, CSS",UI/UX Designer,8.72,63,1,0,0
2025CS14027,Student_4027,"Sketch, Adobe XD, CSS, Prototyping, Figma",UI/UX Designer,8.01,82,2,1,1
2025CS14028,Student_4028,"Django, Flask, Spring Boot, MongoDB, API Design",Backend Developer,7.6,56,6,3,1
2025CS14029,Student_4029,"Docker, TensorFlow, Deep Learning",Machine Learning Engineer,7.7,73,4,0,1
2025CS14030,Student_4030,"SQL, Git, CSS, Data Structures",Software Engineer,7.35,76,6,1,1
2025CS14031,Student_4031,"Linux, Bash Scripting, Git, Docker, Kubernetes, AWS",DevOps Engineer,7.96,49,5,2,1
2025CS14032,Student_4032,"Node.js, MongoDB, SQL, CSS",Full Stack Developer,8.96,77,5,0,1
2025CS14033,Student_4033,"Django, Java, Node.js, MongoDB, SQL",Backend Developer,8.45,40,6,3,1
2025CS14034,Student_4034,"Python, PyTorch, TensorFlow, Docker, AWS",Machine Learning Engineer,8.58,84,5,1,1
2025CS14035,Student_4035,"Statistics, Python, Data Science, Agile, Tableau",Data Analyst,6.44,56,2,1,0
2025CS14036,Student_4036,"Sketch, Adobe XD, User Research, Wireframing, Figma",UI/UX Designer,8.56,74,0,2,1
2025CS14037,Student_4037,"Bash, Linux, AWS",System Administrator,6.47,40,1,2,0
2025CS14038,Student_4038,"CSS, Git, JavaScript, Node.js, MongoDB, SQL",Full Stack Developer,8.59,93,4,0,1
2025CS14039,Student_4039,"System Design, Git, Java",Software Engineer,9.82,92,3,2,1
2025CS14040,Student_4040,"Power BI, Statistics, R, Tableau, Excel",Data Analyst,8.78,50,1,1,0
2025CS14041,Student_4041,"System Design, Algorithms, Git",Software Engineer,6.68,80,6,1,1
2025CS14042,Student_4042,"Vue.js, Tailwind CSS, JavaScript, React",Frontend Developer,7.7,49,1,1,0
2025CS14043,Student_4043,"Deep Learning, Python, PyTorch, TensorFlow, Docker",Machine Learning Engineer,9.41,87,4,2,1
2025CS14044,Student_4044,"Python, SQL, C++, Data Structures",Software Engineer,6.27,46,3,3,0
2025CS14045,Student_4045,"Spring Boot, Flask, Node.js",Backend Developer,8.49,80,0,2,1
2025CS14046,Student_4046,"Deep Learning, Python, PyTorch, TensorFlow, Machine Learning",Machine Learning Engineer,9.25,44,2,2,1
2025CS14047,Student_4047,"System Design, Git, C++, Algorithms, SQL, Data Structures",Software Engineer,8.16,85,3,3,1
2025CS14048,Student_4048,"MLOps, Python, Docker, TensorFlow",Machine Learning Engineer,9.16,51,0,2,0
2025CS14049,Student_4049,"MongoDB, SQL, PostgreSQL, NoSQL",Backend Developer,6.69,80,2,0,0
2025CS14050,Student_4050,"R, Python, Data Science, Tableau, SQL, Excel",Data Analyst,9.1,70,1,2,1
2025CS14051,Student_4051,"CSS, JavaScript, React, Node.js, MongoDB, SQL",Full Stack Developer,9.69,84,0,1,1
2025CS14052,Student_4052,"HTML, Adobe XD, User Research, CSS",UI/UX Designer,9.46,68,1,2,1
2025CS14053,Student_4053,"Express.js, Java, Flask, API Design",Backend Developer,6.76,92,5,3,1
2025CS14054,Student_4054,"JIRA, Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,6.81,53,1,3,0
2025CS14055,Student_4055,"Adobe XD, Figma, User Research",UI/UX Designer,9.37,76,2,0,1
2025CS14056,Student_4056,"Adobe XD, CSS, HTML, Prototyping, Wireframing, Figma",UI/UX Designer,8.14,83,3,0,1
2025CS14057,Student_4057,"Sketch, Adobe XD, CSS, Android Studio, HTML, Wireframing, User Research",UI/UX Designer,9.82,89,4,2,1
2025CS14058,Student_4058,"CI/CD, Docker, Git, Kubernetes",DevOps Engineer,6.64,59,0,3,0
2025CS14059,Student_4059,"Tableau, Power BI, R, Excel",Data Analyst,7.56,52,4,3,1
2025CS14060,Student_4060,"Bash, Azure, Windows Server",System Administrator,8.28,40,4,1,0
2025CS14061,Student_4061,"CI/CD, Azure, Git, Kubernetes, Jenkins",DevOps Engineer,8.1,93,4,2,1
2025CS14062,Student_4062,"HTML, Vue.js, JavaScript",Frontend Developer,6.32,59,4,3,1
2025CS14063,Student_4063,"Express.js, Git, CSS, React",Full Stack Developer,8.15,53,1,3,1
2025CS14064,Student_4064,"Vue.js, TypeScript, SQL, React",Frontend Developer,7.37,51,4,3,1
2025CS14065,Student_4065,"Bash Scripting, CI/CD, Git, Jenkins",DevOps Engineer,8.64,53,1,0,0
2025CS14066,Student_4066,"Adobe XD, Linux, Figma, Prototyping",UI/UX Designer,8.58,74,3,1,1
2025CS14067,Student_4067,"Azure, Linux, Networking, Virtualization, AWS",System Administrator,6.05,50,5,3,1
2025CS14068,Student_4068,"MLOps, Docker, Deep Learning, AWS",Machine Learning Engineer,9.43,40,6,1,1
2025CS14069,Student_4069,"PyTorch, Docker, Machine Learning, Tableau, SQL",Data Scientist,8.04,98,6,1,1
2025CS14070,Student_4070,"Tableau, Data Science, Python, Machine Learning",Data Scientist,7.98,41,0,2,0
2025CS14071,Student_4071,"Java, MongoDB, SQL, Express.js, API Design",Backend Developer,7.49,42,2,1,0
2025CS14072,Student_4072,"Java, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,7.85,69,3,0,0
2025CS14073,Student_4073,"Python, PyTorch, Docker",Machine Learning Engineer,8.32,92,1,3,1
2025CS14074,Student_4074,"CSS, HTML, Prototyping, Wireframing, User Research",UI/UX Designer,8.37,77,1,0,1
2025CS14075,Student_4075,"Django, Flask, C++, NoSQL, MongoDB, SQL",Backend Developer,7.65,61,4,3,1
2025CS14076,Student_4076,"Vue.js, TypeScript, JavaScript, CSS",Frontend Developer,9.47,66,2,2,1
2025CS14077,Student_4077,"Azure, Linux, Networking, Windows Server, Bash, AWS",System Administrator,6.97,82,5,3,1
2025CS14078,Student_4078,"Linux, AWS, Docker, Kubernetes, Jenkins",DevOps Engineer,7.44,65,1,1,0
2025CS14079,Student_4079,"Java, Python, Algorithms, SQL, Data Structures",Software Engineer,6.34,97,3,1,1
2025CS14080,Student_4080,"TensorFlow, Data Science, Deep Learning",Data Scientist,8.8,91,0,2,1
2025CS14081,Student_4081,"System Design, C++, Algorithms, SQL, Data Structures",Software Engineer,7.4,89,5,0,1
2025CS14082,Student_4082,"Deep Learning, Python, TensorFlow, Docker, Machine Learning, AWS",Machine Learning Engineer,7.28,95,3,3,1
2025CS14083,Student_4083,"CI/CD, AWS, Git, Docker, Jenkins",DevOps Engineer,6.45,57,2,2,0
2025CS14084,Student_4084,"Data Science, React, Tableau, SQL, Excel",Data Analyst,9.78,67,1,2,1
2025CS14085,Student_4085,"Data Analysis, JIRA, Agile, Communication, Roadmapping",Product Manager,6.69,62,1,3,0
2025CS14086,Student_4086,"MongoDB, SQL, Node.js, React",Full Stack Developer,7.9,77,4,0,1
2025CS14087,Student_4087,"Flutter, Kotlin, Android Studio, React Native",Mobile App Developer,9.24,62,6,2,1
2025CS14088,Student_4088,"Jenkins, Docker, Kubernetes",DevOps Engineer,8.49,51,3,1,0
2025CS14089,Student_4089,"Flutter, Java, Android Studio, Kotlin, Kubernetes, React Native",Mobile App Developer,9.02,52,0,1,0
2025CS14090,Student_4090,"HTML, Figma, User Research, Prototyping",UI/UX Designer,7.74,54,0,3,0
2025CS14091,Student_4091,"AWS, TensorFlow, Machine Learning",Machine Learning Engineer,6.51,84,4,1,1
2025CS14092,Student_4092,"HTML, CSS, Angular",Frontend Developer,7.2,79,5,2,1
2025CS14093,Student_4093,"Django, MongoDB, Java",Backend Developer,7.76,66,3,1,1
2025CS14094,Student_4094,"Flask, Spring Boot, NoSQL, PostgreSQL, API Design",Backend Developer,8.64,97,6,1,1
2025CS14095,Student_4095,"Tableau, SQL, R",Data Analyst,7.33,50,4,2,0
2025CS14096,Student_4096,"System Design, Python, Data Structures",Software Engineer,6.7,75,2,0,0
